User_Profile,Date,Content,Like,Place,Content_tags,Comment_tags,imgs
elliv_fleur,2020-11-30,"화이트톤 꽃다발 🤍 -🤍🎄크리스마스 상품 원데이 클래스 가능합니다 !원하시는 상품 캡쳐후 문의주시면 상담 도와드릴게용 🤍🎄-엘리브플레르 💞🧚🏻‍♀️✨ -✨원하시는 꽃이 있으시면 2~3일 전에 예약부탁드려요💞✨꽃풍선, 헬륨풍선도 최소 이틀전 예약해주세요 ! ✨예약 문의는 카카오채널 “엘리브플레르” 검색 후 문의내용 보내주세요 ! DM, 댓글은 답변이 어렵습니다 😭",3,성수동,[],"['#성수동', '#플라워샵', '#성수', '#건대', '#뚝섬', '#서울숲', '#일상', '#데일리', '#selfie', '#소통', '#일상', '#좋아요', '#건대꽃풍선', '#성수동핫플', '#셀스타그램', '#얼스타그램', '#맞팔환영', '#엘리브플레르', '#성수동', '#성수동꽃집', '#뚝섬역꽃집', '#뚝섬꽃집', '#건대꽃집', '#서울숲꽃집', '#성수역꽃집', '#성수동플라워샵', '#꽃스타그램']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/128507597_1345390039140903_5086703616137434329_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=IVcNrEGs0N8AX-fjqcd&tp=1&oh=d88051dbdf2848660639ce01294d70bf&oe=5FEDD4B7
hakkool1fe,2020-11-30,,19,으악!!!!!,[],[],https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/128220856_211636953815706_1569707671115421624_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=AVCRDZfD-GQAX9Nv65R&tp=1&oh=629ecf171bc41846d119763f47165275&oe=5FEF5AE8
ddoo.di,2020-11-30,지금은 방구석 코히중😭,13,연무장,[],"['#데일리', '#daily', '#dailylook', '#패딩자켓', '#겨울코트', '#블로그마켓', '#일상', '#성수동', '#성수동카페', '#성수카페', '#이태원', '#강남', '#맞팔', '#맞팔해요', '#셀스타그램', '#셀피', '#셀카', '#월요일', '#얼스타그램', '#오늘의코디', '#오늘의훈녀', '#훈녀', '#좋아요', '#팔로우', '#fff']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/128152316_164400098745911_5702567155744533156_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=yMhJuY-IDHYAX8RtKVK&tp=1&oh=5a80c671b6cf0e2f701093ea9c443757&oe=5FEE4D06
seongsu_geumeumjokbal,2020-11-30,🐷📷#그믐족발 #성수동#그믐족발성수점 #튀김족발맛집 #튀김족발#꽈리고추 #튀김 #매우면,2,그믐족발 성수점,"['#그믐족발', '#성수동', '#그믐족발성수점', '#튀김족발맛집', '#튀김족발', '#꽈리고추', '#튀김', '#매우면']","['#성수동맛집', '#성수동핫플', '#성수동카페', '#성수동밥집', '#성수족발', '#성수', '#뚝섬역맛집', '#서울숲맛집', '#포장가능', '#연무장길', '#성수이로']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/128247616_401814781170832_5629147802260467406_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Uon9Oxx7_4YAX-brrrR&tp=1&oh=92fbca390d229148f365cf9c357444d0&oe=5FEECD26
yogastory_official,2020-11-30,"Yogastory 주말 특별 클래스 OPEN 🎄🤎Yoga with Lovely Christmas 🎄🧘🏻‍♀️< 요가와 나의 크리스마스 > 올해 , 모두에게 어려운 순간이 많았지만 그안에서 깨달았던 행복하고 따듯한 감정들을 마음속 깊이 저장합니다. 그리고 우리에게 다가올 미래에 대한 두려움이 찾아 왔을 때 , 내면 깊이 저장되어있던 행복한 감정들을 다시 꺼내보는 연습을 요가수련과 그림을 통해 다함께 펼쳐낼거에요. 자신만의 트리를 그리고 만들며 올해 느꼈던 수많은 감정, 생각들을 되돌아보고, 곧다가올 새해를 준비하는 시간을 가져볼꺼에요.-* 요가수련과 미술이 함께하는 프로그램입니다. -*1시간 가량의 깊은 수련과, 미술재료 캔버스,아크릴물감,털실 등등 모두 포함 입니다. * 재료비는 참가비에 포함됩니다 🙏🏻-일 시ㅣ 12월 5일 토요일 / 오후 1시 - 3시30분장 소ㅣ 요가스토리< 서울 성동구 서울숲 2길 28-12 3층 >참가비 ㅣ 4만원강 사ㅣ 바다 @hyosun_Palette_인 원  선착순 10명 문 의ㅣ카카오플러스친구✅: 요가스토리_서울숲 요가스토리 02-6012-4222 📞 (11am-7pm)",4,Yogastory 요가스토리 서울숲,[],"['#요가', '#서울숲', '#서울숲요가', '#원데이', '#특별수업', '#주말', '#평일', '#데이트', '#친구', '#문의', '#예약', '#집중', '#요가원', '#성수동', '#갤러리아포레', '#트리마제', '#힐링', '#서울숲산책', '#커플', '#가족', '#시간', '#가을', '#겨울', '#12월', '#연말', '#크리스마스', '#트리', '#성수동', '#성수카페', '#맛집', '#서울숲맛집']",
24_avenue,2020-11-30,기쁜마음으로 공구마감하고 예쁘게 제작해서.선물드리는 마음으로 발송하겠습니다.🎁📦🎁📦🎁.감사합니다🙏🙏🙏.11월의 마지막날 매년 다가오는 연말행사가일상시될수 없는 요즘 우리 에비뉴식구들늘 조심하시고 건강하게 한주 화이팅입니다‼️....#fashion#shoes#handmadeshoes#여성수제화#디자이너슈즈#프로모션#공구#수제화#성수동#성수동수제화#디자이너구두#쌍둥이디자이너#자매디자이너#유니크#트랜드#발이편한#맨발#슈즈#구두#디자이너#수제화쇼핑몰 #발이큰사이즈#발이작은사이즈#선팔#맞팔#빅사이즈#스몰사이즈@yivadi_studio,44,,"['#fashion', '#shoes', '#handmadeshoes', '#여성수제화', '#디자이너슈즈', '#프로모션', '#공구', '#수제화', '#성수동', '#성수동수제화', '#디자이너구두', '#쌍둥이디자이너', '#자매디자이너', '#유니크', '#트랜드', '#발이편한', '#맨발', '#슈즈', '#구두', '#디자이너', '#수제화쇼핑몰', '#발이큰사이즈', '#발이작은사이즈', '#선팔', '#맞팔', '#빅사이즈', '#스몰사이즈@yivadi_studio']","['#fashion', '#shoes', '#handmadeshoes', '#여성수제화', '#디자이너슈즈', '#프로모션', '#공구', '#수제화', '#성수동', '#성수동수제화', '#디자이너구두', '#쌍둥이디자이너', '#자매디자이너', '#유니크', '#트랜드', '#발이편한', '#맨발', '#슈즈', '#구두', '#디자이너', '#수제화쇼핑몰', '#발이큰사이즈', '#발이작은사이즈', '#선팔', '#맞팔', '#빅사이즈', '#스몰사이즈@yivadi_studio']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/127173576_375892160306423_4279644785535180717_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1LHXmwhzMicAX8JlmOy&tp=1&oh=1a900fb22ceced2d4b05723fbd06da37&oe=5FEFEFB4
hug_more_,2020-11-30,🧡,38,,[],"['#좋아요반사', '#좋반', '#얼스타그램', '#셀스타그램', '#맞팔', '#여성의류쇼핑몰', '#followforfollowback', '#데일리룩', '#dailylook', '#울코트', '#코듀로이팬츠', '#울니트', '#미니백', '#ootd', '#성수동', '#한남동', '#골덴팬츠', '#감성스타그램', '#롱스커트', '#루즈핏니트', '#감성', '#토트백', '#감성카페', '#맥시스커트', '#골지니트']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/128242867_377532773467997_6186159479094652761_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Fv8SYr_Afs4AX9HnYx1&tp=1&oh=2cdcdb106df91ed0230377b27612f520&oe=5FEE310C
donggu_2020,2020-11-30,"🎄내일이면 12월이네요🗓새해가 기다려지는 이유는?!🙏🏼💡성수동, 동구식당거리두기 지키며 영업중입니다 ❤️#동구식당 #성수동 #연무장길 #성수역#새우장 #계란밥#서울숲 #뚝섬#거리두기 #힘내기#lifegoeson #🎄",4,동구식당,"['#동구식당', '#성수동', '#연무장길', '#성수역', '#새우장', '#계란밥', '#서울숲', '#뚝섬', '#거리두기', '#힘내기', '#lifegoeson', '#🎄']","['#동구식당', '#성수동', '#연무장길', '#성수역', '#새우장', '#계란밥', '#서울숲', '#뚝섬', '#거리두기', '#힘내기', '#lifegoeson', '#🎄']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/128455091_373392600413179_4724773852333405309_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=5fgCYLFuBBAAX_X1pU-&tp=1&oh=0abbf8db7c58dd741754e664d988212c&oe=5FEE6949
ideadoctor,2020-11-30,(( 이번주 목요일 12.3 저녁 8시 30분 라이브 커머스 #그립 에서 건강과 맛이 꽃뫼 맥만동차와 음료수 라방 진행합니다. 그립 앱에서 #트렌드몬스터 먼저 팔로우 해주시고 라방에 오시면 됩니다 ) 브랜드는 표현이다. 브랜드는 콘텐츠이다. 브랜드 팝업스토어에서 그 브랜드의 정수를 발견한다. 지난 주 금요일에 기어코 찾아간 성수동 이케아 팝업스토어!! 브랜드를 공부하는 시간이다. 라이브커머스 #그립 의  #트렌드헌터 가 찾아간 #이케아 #팝업스토어 #이케아팝업스토어 #성수동 #공부 #평생공부 #글쓰기 #글 #창의력 #e쇼호스트1호 #모바일쇼호스트 #그립 #이커머스 #n잡러 #지식창업학교 교장 #지식창업전도사 #창직전문가  #1인지식기업 #지식창업 #창직 📚 #아이디어닥터 #이장우박사 #강연여행가 #스타강사 #쇼핑탐험가 @trendmonsters ((쇼핑과 여행의 스토리 커머스 #더사다 쇼핑몰 팔로우 하고 회원 가입 해주세요. 즉시 5천원 쿠폰 나갑니다. 구매후에 또 5천원 쿠폰 나옵니다. 모델 겸 홍보대사 이장우 드림.  @deosada )),19,IKEA 이케아,"['#그립', '#트렌드몬스터', '#그립', '#트렌드헌터', '#이케아', '#팝업스토어', '#이케아팝업스토어', '#성수동', '#공부', '#평생공부', '#글쓰기', '#글', '#창의력', '#e쇼호스트1호', '#모바일쇼호스트', '#그립', '#이커머스', '#n잡러', '#지식창업학교', '#지식창업전도사', '#창직전문가', '#1인지식기업', '#지식창업', '#창직', '#아이디어닥터', '#이장우박사', '#강연여행가', '#스타강사', '#쇼핑탐험가', '#더사다']","['#그립', '#트렌드몬스터', '#그립', '#트렌드헌터', '#이케아', '#팝업스토어', '#이케아팝업스토어', '#성수동', '#공부', '#평생공부', '#글쓰기', '#글', '#창의력', '#e쇼호스트1호', '#모바일쇼호스트', '#그립', '#이커머스', '#n잡러', '#지식창업학교', '#지식창업전도사', '#창직전문가', '#1인지식기업', '#지식창업', '#창직', '#아이디어닥터', '#이장우박사', '#강연여행가', '#스타강사', '#쇼핑탐험가', '#더사다']",
hanism.kr,2020-11-30,매장 공사 끝나고 지하 오피스 잘 안내려 가게 된다😅 성수 배경 보면서 작업하는게 좋네,28,성수동,[],"['#에이투비', '#에이투비성수', '#성수', '#성수동', '#카페', '#성수카페', '#성수동카페', '#건대카페', '#뚝섬카페', '#서울카페', '#가오픈카페', '#신상카페', '#브랜딩', '#카페브랜딩', '#카페인테리어', '#koreancafe', '#seoulcafe']",https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/128428297_2662737534031892_379359272682727480_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=uQI-kmZHhHAAX8hH0jw&tp=1&oh=b3a9c486ed44d30683f859bbeaa63f15&oe=5FEC9A15
